player_id,full_name,position,team,number,college,years_exp,birth_date,age,height,weight,depth_chart_order,injury_status,injury_body_part,search_full_name,adds,drops,owner_id_freedom,owner_id_uww,display_name_freedom,display_name_uww,merge_name,sleeper_id,year_signed,years,apy,draft_year,draft_round,draft_overall,year_final,years_remaining
12188,Justin Strong,RB,,,Southern Illinois,1.0,,,72,205,,,,justinstrong,,,,,,,,,,,,,,,,
973,Anthony Sherman,RB,,0.0,Connecticut,11.0,1988-12-11,37.8,70,242,,,,anthonysherman,,,,,,,,,,,,,,,,
4381,Taysom Hill,TE,,7.0,BYU,9.0,1990-08-23,36.1,74,221,,,,taysomhill,,,,,,,,,,,,,,,,
12477,Kurtis Rourke,QB,SF,14.0,Indiana,1.0,2000-10-25,25.9,76,220,3.0,Questionable,Ribs,kurtisrourke,,,,,,,kurtisrourke,12477,2025.0,4.0,1.083559,2025.0,7.0,227.0,2028.0,2.0
4169,Jehu Chesson,WR,,16.0,Michigan,5.0,1993-12-29,32.7,74,203,,,,jehuchesson,,,,,,,,,,,,,,,,
7899,Isaiah McKoy,WR,,0.0,Kent State,1.0,,,75,182,,,,isaiahmckoy,,,,,,,,,,,,,,,,
7204,Reggie Gilliam,RB,NE,44.0,Toledo,6.0,1997-08-20,29.1,73,255,4.0,,,reggiegilliam,,,,,,,reggiegilliam,7204,2026.0,3.0,3.6,2020.0,,,2028.0,2.0
5117,Jordan Thomas,TE,,46.0,Mississippi State,6.0,1996-08-02,30.1,77,280,,,,jordanthomas,,,,,,,,,,,,,,,,
7454,Travis Jonsen,WR,,85.0,Montana State,2.0,1996-10-16,29.9,76,211,,,,travisjonsen,,,,,,,,,,,,,,,,
1793,Trey Burton,TE,,80.0,Florida,8.0,1991-10-29,34.9,74,238,,,,treyburton,,,,,,,,,,,,,,,,
8741,Jamal Pettigrew,TE,,0.0,McNeese State,1.0,1998-04-22,28.4,79,247,,,,jamalpettigrew,,,,,,,,,,,,,,,,
4962,Sony Michel,RB,,0.0,Georgia,5.0,1995-02-17,31.6,71,215,,,,sonymichel,,,,,,,,,,,,,,,,
13394,Josh Cameron,WR,JAX,19.0,Baylor,0.0,2003-03-18,23.5,73,224,5.0,,,joshcameron,,,,,,,joshcameron,13394,2026.0,4.0,1.167518,2026.0,6.0,191.0,2029.0,3.0
6167,Jordan Scarlett,RB,MIA,22.0,Florida,3.0,1996-02-09,30.6,71,200,,,,jordanscarlett,,,,,,,,,,,,,,,,
11595,Jared Wiley,TE,KC,12.0,TCU,2.0,2000-11-02,25.9,78,249,3.0,,,jaredwiley,,,,,,,jaredwiley,11595,2024.0,4.0,1.177155,2024.0,4.0,131.0,2027.0,1.0
12531,Trevor Etienne,RB,CAR,23.0,Georgia,1.0,2004-07-09,22.2,68,198,4.0,IR,Ankle,trevoretienne,,,731000657544359936,731000657544359936,KyleWurster,KyleWurster,trevoretienne,12531,2025.0,4.0,1.302186,2025.0,4.0,114.0,2028.0,2.0
4790,Robert Wheelwright,WR,,82.0,Wisconsin,5.0,,,75,211,,,,robertwheelwright,,,,,,,,,,,,,,,,
5123,Trenton Cannon,RB,,23.0,Virginia State,5.0,1994-07-23,32.1,71,185,,,,trentoncannon,,,,,,,,,,,,,,,,
4183,Nathan Peterman,QB,,4.0,Pittsburgh,9.0,1994-05-04,32.4,74,220,,,,nathanpeterman,,,,,,,,,,,,,,,,
5264,Blake Mack,TE,,88.0,Arkansas State,4.0,1996-04-24,30.4,75,229,,,,blakemack,,,,,,,,,,,,,,,,
7320,Dalton Schoen,WR,,0.0,Kansas State,2.0,1996-10-13,29.9,73,206,,,,daltonschoen,,,,,,,,,,,,,,,,
8238,Emeka Emezie,WR,,0.0,North Carolina State,1.0,1999-05-18,27.3,75,212,,,,emekaemezie,,,,,,,,,,,,,,,,
7335,Bryce Perkins,QB,,10.0,Virginia,5.0,1996-12-20,29.7,75,215,,,,bryceperkins,,,,,,,,,,,,,,,,
8420,Jack Sorenson,WR,,0.0,Miami (OH),1.0,1997-07-26,29.1,72,192,,,,jacksorenson,,,,,,,,,,,,,,,,
4221,Jeremy Sprinkle,TE,,87.0,Arkansas,5.0,1994-08-10,32.1,77,252,,,,jeremysprinkle,,,,,,,,,,,,,,,,
6554,Shawn Poindexter,WR,,1.0,Arizona,3.0,1995-12-13,30.8,77,218,,,,shawnpoindexter,,,,,,,,,,,,,,,,
4531,Ricky Seals-Jones,TE,,48.0,Texas A&M,6.0,1995-03-15,31.5,77,243,,,,rickysealsjones,,,,,,,,,,,,,,,,
6963,Patrick Taylor,RB,,32.0,Memphis,6.0,1998-04-29,28.4,74,217,,Questionable,Undisclosed,patricktaylor,,,,,,,,,,,,,,,,
4676,Darreus Rogers,WR,,1.0,Southern California,5.0,1993-09-03,33.0,73,215,,,,darreusrogers,,,,,,,,,,,,,,,,
8057,Kenji Bahar,QB,,0.0,Monmouth,1.0,,,75,200,,,,kenjibahar,,,,,,,,,,,,,,,,
5101,Deon Cain,WR,,32.0,Clemson,7.0,1996-08-09,30.1,74,202,,,,deoncain,,,,,,,,,,,,,,,,
12431,Rory Starkey,WR,,,Samford,1.0,,,74,210,,,,rorystarkey,,,,,,,,,,,,,,,,
13705,Ty Pezza,TE,BAL,84.0,Brown,0.0,2002-09-18,24.0,75,240,,,,typezza,,,,,,,,,,,,,,,,
12973,DJ Thomas-Jones,TE,,,South Alabama,1.0,2002-07-06,24.2,74,256,,,,djthomasjones,,,,,,,,,,,,,,,,
1619,Demetrius Harris,TE,,84.0,Milwaukee,9.0,1991-07-29,35.1,79,230,,,,demetriusharris,,,,,,,,,,,,,,,,
13117,Qualan Jones,RB,,,Stephen F. Austin,0.0,,,70,242,,,,qualanjones,,,,,,,,,,,,,,,,
4839,Mitch Leidner,QB,,3.0,Minnesota,5.0,1994-01-17,32.7,76,230,,,,mitchleidner,,,,,,,,,,,,,,,,
11808,Jha'Quan Jackson,WR,,39.0,Tulane,2.0,2000-05-15,26.3,69,188,,,,jhaquanjackson,,,,,,,,,,,,,,,,
4831,Justice Liggins,WR,,82.0,Stephen F. Austin,5.0,1994-12-14,31.8,73,210,,,,justiceliggins,,,,,,,,,,,,,,,,
12539,Arian Smith,WR,NYJ,82.0,Georgia,1.0,2001-10-11,24.9,72,179,6.0,,,ariansmith,,,,,,,ariansmith,12539,2025.0,4.0,1.310413,2025.0,4.0,110.0,2028.0,2.0
7357,Dan Chisena,WR,,88.0,Penn State,6.0,1997-02-25,29.5,75,202,,Questionable,Undisclosed,danchisena,,,,,,,,,,,,,,,,
8568,John Lovett,RB,,33.0,Penn State,2.0,1999-08-28,27.0,72,209,,,,johnlovett,,,,,,,,,,,,,,,,
12281,Dimitri Stanley,WR,,,Iowa State,1.0,1999-11-23,26.8,72,200,,,,dimitristanley,,,,,,,,,,,,,,,,
6843,Albert Okwuegbunam,TE,,85.0,Missouri,6.0,1998-04-25,28.4,77,258,,,,albertokwuegbunam,,,,,,,albertokwuegbunam,6843,2026.0,1.0,0.4113,2020.0,4.0,118.0,2026.0,0.0
11136,Oliver Martin,WR,,88.0,Nebraska,1.0,1998-11-03,27.9,73,200,,,,olivermartin,,,,,,,,,,,,,,,,
6898,Anthony Gordon,QB,,10.0,Washington State,2.0,1996-08-28,30.0,75,201,,,,anthonygordon,,,,,,,,,,,,,,,,
12777,Joaquin Davis,WR,,89.0,North Carolina Central,1.0,2002-08-18,24.1,76,195,,,,joaquindavis,,,,,,,,,,,,,,,,
8864,Ben Beise,TE,,0.0,Wisconsin-River Falls,1.0,,,77,255,,,,benbeise,,,,,,,,,,,,,,,,
14039,Mante Morrow,WR,,39.0,Upper Iowa,0.0,,,76,210,,,,mantemorrow,,,,,,,,,,,,,,,,
3660,Valdez Showers,WR,,5.0,Florida,6.0,1993-06-28,33.2,72,193,,,,valdezshowers,,,,,,,,,,,,,,,,
5009,Chris Herndon,TE,,89.0,Miami (FL),4.0,1996-02-23,30.6,76,253,,,,chrisherndon,,,,,,,,,,,,,,,,
3606,Amir Carlisle,WR,,0.0,Notre Dame,9.0,1992-09-24,34.0,70,195,,,,amircarlisle,,,,,,,,,,,,,,,,
6147,Clayton Thorson,QB,NYG,0.0,Northwestern,3.0,1995-12-25,30.7,76,222,,,,claytonthorson,,,,,,,,,,,,,,,,
7789,Jalen Camp,WR,,84.0,Georgia Tech,3.0,1998-07-10,28.2,74,220,,,,jalencamp,,,,,,,,,,,,,,,,
8749,Tyreik McAllister,RB,,13.0,Charleston (WV),3.0,1998-04-07,28.4,70,185,,,,tyreikmcallister,,,,,,,,,,,,,,,,
14008,Rodney Hammond,RB,,,Sacramento State,0.0,2002-09-02,24.0,69,195,,,,rodneyhammond,,,,,,,,,,,,,,,,
13275,Ty Simpson,QB,LAR,15.0,Alabama,0.0,2002-12-21,23.7,73,211,3.0,,,tysimpson,,,731000657544359936,1127441193396285440,KyleWurster,LilmanJay67,tysimpson,13275,2026.0,4.0,6.353039,2026.0,1.0,13.0,2029.0,3.0
7087,Jonathan Ward,RB,BAL,35.0,Central Michigan,6.0,1997-09-30,29.0,72,202,,,,jonathanward,,,,,,,jonathanward,7087,2026.0,1.0,0.4113,2020.0,,,2026.0,0.0
12969,Lan Larison,RB,NE,34.0,UC Davis,1.0,2001-10-11,24.9,71,209,,,,lanlarison,,,,,,,lanlarison,12969,2026.0,1.0,0.2475,2025.0,,,2026.0,0.0
8423,Brittain Brown,RB,CHI,38.0,UCLA,4.0,1997-10-10,28.9,73,205,5.0,IR,Undisclosed,brittainbrown,,,,,,,brittainbrown,8423,2026.0,1.0,1.075,2022.0,7.0,250.0,2026.0,0.0
10865,Travis Dye,RB,,35.0,USC,1.0,1999-08-24,27.1,70,201,,,,travisdye,,,,,,,,,,,,,,,,
12815,Stevo Klotz,TE,,,Iowa State,1.0,,,76,260,,,,stevoklotz,,,,,,,,,,,,,,,,
4309,Scott Orndoff,TE,,86.0,Pittsburgh,5.0,1993-12-16,32.7,76,255,,,,scottorndoff,,,,,,,,,,,,,,,,
8183,Brock Purdy,QB,SF,13.0,Iowa State,4.0,1999-12-27,26.7,73,220,1.0,,,brockpurdy,5784.0,,1000853961747877888,462057196620869632,Tscheibe26,calebb15,brockpurdy,8183,2025.0,5.0,53.0,2022.0,7.0,262.0,2029.0,3.0
13920,Jonathan Brady,WR,,83.0,Indiana,0.0,2003-10-08,22.9,70,183,,,,jonathanbrady,,,,,,,,,,,,,,,,
12080,Aidan Robbins,RB,,49.0,BYU,1.0,2000-12-22,25.7,74,237,,,,aidanrobbins,,,,,,,,,,,,,,,,
14067,Jeff Weimer,WR,,5.0,West Virginia,0.0,,,74,211,,,,jeffweimer,,,,,,,,,,,,,,,,
14037,Rashad Rochelle,WR,,35.0,Indiana State,0.0,2003-05-19,23.3,71,185,,,,rashadrochelle,,,,,,,,,,,,,,,,
12007,Nathaniel Peat,RB,,,Missouri,1.0,2000-08-23,26.1,68,197,,,,nathanielpeat,,,,,,,,,,,,,,,,
7084,Jake Luton,QB,,13.0,Oregon State,5.0,1996-04-11,30.4,78,224,,,,jakeluton,,,,,,,,,,,,,,,,
11133,Jaray Jenkins,WR,,82.0,LSU,1.0,2000-01-04,26.7,74,206,,,,jarayjenkins,,,,,,,,,,,,,,,,
13320,Zachariah Branch,WR,ATL,17.0,Georgia,0.0,2004-03-29,22.5,70,180,4.0,,,zachariahbranch,,15952.0,731184036722118656,1127441193396285440,JScott51,LilmanJay67,zachariahbranch,13320,2026.0,4.0,1.764036,2026.0,3.0,79.0,2029.0,3.0
1234,Russell Wilson,QB,,3.0,Wisconsin,14.0,1988-11-29,37.8,71,206,,,,russellwilson,,,,,,,,,,,,,,,,
2900,Terrence Franks,RB,,0.0,Texas State,10.0,1992-05-12,34.3,70,214,,,,terrencefranks,,,,,,,,,,,,,,,,
12541,Dont'e Thornton,WR,LV,10.0,Tennessee,1.0,2002-11-30,23.8,77,205,10.0,IR,Undisclosed,dontethornton,,,,,,,dontethornton,12541,2025.0,4.0,1.312725,2025.0,4.0,108.0,2028.0,2.0
2913,Gavin Lutman,WR,,8.0,Pittsburg State,10.0,1991-03-27,35.5,76,211,,,,gavinlutman,,,,,,,,,,,,,,,,
12306,La'Damian Webb,RB,,,South Alabama,1.0,,,67,210,,,,ladamianwebb,,,,,,,,,,,,,,,,
11491,Austin Aune,QB,,14.0,North Texas,1.0,1993-09-06,33.0,74,221,,,,austinaune,,,,,,,,,,,,,,,,
12732,Dominic Lovett,WR,DET,19.0,Georgia,1.0,2002-11-08,23.8,70,185,,,,dominiclovett,,,,,,,dominiclovett,12732,2026.0,1.0,0.2475,2025.0,7.0,244.0,2026.0,0.0
12296,Kaylon Horton,WR,,,North Texas,1.0,,,69,173,,,,kaylonhorton,,,,,,,,,,,,,,,,
13781,Ken Seals,QB,,,TCU,0.0,,,75,225,,,,kenseals,,,,,,,,,,,,,,,,
7891,Brock Wright,TE,DET,89.0,Notre Dame,5.0,1998-11-27,27.8,77,254,2.0,,,brockwright,,,,,,,brockwright,7891,2024.0,3.0,4.0,2021.0,,,2026.0,0.0
7996,Dillon Stoner,WR,,16.0,Oklahoma State,2.0,1998-02-06,28.6,72,194,,,,dillonstoner,,,,,,,,,,,,,,,,
13269,Fernando Mendoza,QB,LV,15.0,Indiana,0.0,2003-10-01,22.9,77,225,3.0,,,fernandomendoza,,23744.0,730904582686912512,1265863097675956224,rlonigro,JacksonTaft,fernandomendoza,13269,2026.0,4.0,14.31765,2026.0,1.0,1.0,2029.0,3.0
1338,Matt Barkley,QB,,19.0,USC,11.0,1990-09-08,36.0,74,227,,,,mattbarkley,,,,,,,,,,,,,,,,
13420,Bryce Lance,WR,NO,18.0,North Dakota State,0.0,2002-08-20,24.1,75,204,3.0,,,brycelance,,,731004224116207616,,p0ppy,,brycelance,13420,2026.0,4.0,1.292259,2026.0,4.0,136.0,2029.0,3.0
8634,Chris Pierce,TE,,48.0,Vanderbilt,2.0,1998-11-02,27.9,76,235,,,,chrispierce,,,,,,,,,,,,,,,,
4187,Brian Hill,RB,,36.0,Wyoming,6.0,1995-11-09,30.8,73,216,,,,brianhill,,,,,,,,,,,,,,,,
11593,Brevyn Spann-Ford,TE,DAL,89.0,Minnesota,2.0,1999-12-27,26.7,78,265,3.0,,,brevynspannford,,,,,,,brevynspannford,11593,2024.0,3.0,0.95,2024.0,,,2026.0,0.0
2279,Paul Richardson,WR,,10.0,Colorado,8.0,1992-04-13,34.4,72,180,,,,paulrichardson,,,,,,,,,,,,,,,,
12512,Quinshon Judkins,RB,CLE,10.0,Ohio State,1.0,2003-10-29,22.9,72,221,1.0,,,quinshonjudkins,,,731004224116207616,1267223871346454528,p0ppy,rudyvosters,quinshonjudkins,12512,2025.0,4.0,2.850529,2025.0,2.0,36.0,2028.0,2.0
1476,Latavius Murray,RB,,28.0,UCF,11.0,1990-01-18,36.7,75,230,,,,lataviusmurray,,,,,,,,,,,,,,,,
5080,Damion Ratley,WR,,0.0,Texas A&M,4.0,1995-04-16,31.4,74,200,,,,damionratley,,,,,,,,,,,,,,,,
12634,Jordan Watkins,WR,SF,17.0,Ole Miss,1.0,2002-02-15,24.6,71,196,6.0,,,jordanwatkins,,,,,,,jordanwatkins,12634,2025.0,4.0,1.216454,2025.0,4.0,138.0,2028.0,2.0
8884,JJ Howland,TE,,0.0,Yale,2.0,1997-10-15,28.9,78,255,,,,jjhowland,,,,,,,,,,,,,,,,
12107,Dylan Leonard,TE,,,Georgia Tech,1.0,2000-12-15,25.7,77,240,,,,dylanleonard,,,,,,,,,,,,,,,,
4151,Jake Butt,TE,,0.0,Michigan,5.0,1995-07-11,31.2,78,250,,,,jakebutt,,,,,,,,,,,,,,,,
13124,Jeremiah Webb,WR,NE,29.0,South Alabama,1.0,2001-05-17,25.3,71,198,7.0,IR,Arm,jeremiahwebb,,,,,,,,,,,,,,,,
5195,Akrum Wadley,RB,,38.0,Iowa,4.0,1995-03-13,31.5,71,195,,,,akrumwadley,,,,,,,,,,,,,,,,
1110,T.Y. Hilton,WR,,16.0,Florida International,11.0,1989-11-14,36.8,69,183,,,,tyhilton,,,,,,,,,,,,,,,,
5710,Nick Holley,WR,,25.0,Kent State,4.0,1994-12-05,31.8,70,200,,,,nickholley,,,,,,,,,,,,,,,,
7565,Terrace Marshall,WR,,86.0,LSU,5.0,2000-06-09,26.3,74,215,,,,terracemarshall,,,,,,,,,,,,,,,,
11374,James Blackman,QB,,16.0,Arkansas State,1.0,1998-11-14,27.8,78,185,,,,jamesblackman,,,,,,,,,,,,,,,,
11257,Shedrick Jackson,WR,,4.0,Auburn,3.0,1999-10-20,26.9,73,198,,,,shedrickjackson,,,,,,,,,,,,,,,,
7103,Tavien Feaster,RB,ARI,30.0,South Carolina,2.0,1997-12-31,28.7,72,221,,,,tavienfeaster,,,,,,,,,,,,,,,,
8589,Marcus Santos-Silva,TE,,0.0,Texas Tech,1.0,1997-06-07,29.3,78,261,,,,marcussantossilva,,,,,,,,,,,,,,,,
1352,Robert Woods,WR,,16.0,USC,12.0,1992-04-10,34.4,72,190,,NA,Undisclosed,robertwoods,,,,,,,,,,,,,,,,
4930,Franko House,TE,CHI,0.0,Ball State,1.0,1994-09-19,32.0,"6'6""",247,,,,frankohouse,,,,,,,,,,,,,,,,
8419,Stanley Berryhill,WR,,83.0,Arizona,1.0,1998-06-09,28.3,71,190,,,,stanleyberryhill,,,,,,,,,,,,,,,,
7005,Scottie Phillips,RB,,27.0,Ole Miss,2.0,1997-10-06,28.9,68,209,,,,scottiephillips,,,,,,,,,,,,,,,,
13405,Kaytron Allen,RB,WAS,31.0,Penn State,0.0,2003-01-08,23.7,71,217,3.0,,,kaytronallen,,,730904582686912512,1127441193396285440,rlonigro,LilmanJay67,kaytronallen,13405,2026.0,4.0,1.170988,2026.0,6.0,187.0,2029.0,3.0
6144,Trayveon Williams,RB,,38.0,Texas A&M,7.0,1997-10-18,28.9,68,206,,,,trayveonwilliams,,,,,,,,,,,,,,,,
3542,DeAndre Reaves,WR,,0.0,Marshall,9.0,1992-04-30,34.4,70,179,,,,deandrereaves,,,,,,,,,,,,,,,,
3495,Mike Bercovici,QB,,6.0,Arizona State,6.0,1993-02-09,33.6,74,210,,,,mikebercovici,,,,,,,,,,,,,,,,
8181,Connor Heyward,RB,LV,34.0,Michigan State,4.0,1999-01-22,27.6,72,230,3.0,,,connorheyward,,,,,,,connorheyward,8181,2026.0,2.0,2.25,2022.0,6.0,208.0,2027.0,1.0
11385,Brian Walker,TE,,84.0,Shepherd (WV),1.0,1999-01-07,27.7,76,233,,,,brianwalker,,,,,,,,,,,,,,,,
6334,Damarea Crockett,RB,,33.0,Missouri,4.0,1997-12-22,28.7,71,225,,,,damareacrockett,,,,,,,,,,,,,,,,
13166,Kisean Johnson,WR,,86.0,Western Kentucky,1.0,,,72,216,,,,kiseanjohnson,,,,,,,,,,,,,,,,
10230,Jalen Wayne,WR,,86.0,South Alabama,1.0,1999-05-13,27.3,74,210,,,,jalenwayne,,,,,,,,,,,,,,,,
6951,Eno Benjamin,RB,,26.0,Arizona State,4.0,1999-04-13,27.4,69,207,,,,enobenjamin,,,,,,,,,,,,,,,,
13810,Rohan Jones,TE,,46.0,Arkansas,0.0,,,75,236,,,,rohanjones,,,,,,,,,,,,,,,,
4335,P.J. Walker,QB,,15.0,Temple,7.0,1995-02-26,31.5,71,215,,,,pjwalker,,,,,,,,,,,,,,,,
4392,Malcolm Lewis,WR,,18.0,Miami,5.0,1993-10-27,32.9,70,194,,,,malcolmlewis,,,,,,,,,,,,,,,,
11472,Alfonzo Graham,RB,,29.0,Morgan State,1.0,2000-03-20,26.5,69,180,,,,alfonzograham,,,,,,,,,,,,,,,,
6919,Thaddeus Moss,TE,,81.0,LSU,2.0,1998-05-14,28.3,75,240,,,,thaddeusmoss,,,,,,,,,,,,,,,,
8151,Kenneth Walker,RB,KC,9.0,Michigan State,4.0,2000-10-20,25.9,69,211,1.0,,,kennethwalker,,,730904582686912512,730904582686912512,rlonigro,rlonigro,kennethwalker,8151,2026.0,3.0,14.35,2022.0,2.0,41.0,2028.0,2.0
13773,Isaiah Jacobs,RB,,,UAB,0.0,,,70,220,,,,isaiahjacobs,,,,,,,,,,,,,,,,
10236,Dalton Kincaid,TE,BUF,86.0,Utah,3.0,1999-10-18,26.9,75,246,1.0,,,daltonkincaid,,,731004224116207616,1267223871346454528,p0ppy,rudyvosters,daltonkincaid,10236,2023.0,4.0,3.35676,2023.0,1.0,25.0,2026.0,0.0
2078,Odell Beckham,WR,NYG,13.0,LSU,12.0,1992-11-05,33.9,71,198,5.0,,,odellbeckham,21343.0,12978.0,,,,,odellbeckham,2078,2026.0,1.0,1.3,2014.0,1.0,12.0,2026.0,0.0
12003,Gunnar Watson,QB,,,Troy,1.0,2000-01-11,26.7,75,210,,,,gunnarwatson,,,,,,,,,,,,,,,,
12383,John Jiles,WR,,83.0,West Florida,2.0,2000-07-08,26.2,75,220,,Questionable,Undisclosed,johnjiles,,,,,,,,,,,,,,,,
12352,Jeremy Moussa,QB,,,Florida A&M,1.0,,,75,225,,,,jeremymoussa,,,,,,,,,,,,,,,,
4752,Fred Brown,WR,,0.0,Mississippi State,5.0,1993-12-01,32.8,73,196,,,,fredbrown,,,,,,,,,,,,,,,,
12062,Cam Grandy,TE,MIN,83.0,Illinois State,2.0,1999-11-19,26.8,77,253,,,,camgrandy,,,,,,,camgrandy,12062,2026.0,1.0,0.2475,2024.0,,,2026.0,0.0
11247,Mac Hippenhammer,WR,,14.0,Miami (OH),1.0,1998-11-05,27.9,71,177,,,,machippenhammer,,,,,,,,,,,,,,,,
4338,Levern Jacobs,WR,,88.0,Maryland,5.0,1993-01-09,33.7,71,185,,,,levernjacobs,,,,,,,,,,,,,,,,
12462,Damien Martinez,RB,,26.0,Miami (FL),1.0,2004-01-31,22.6,72,217,,,,damienmartinez,,,,,,,,,,,,,,,,
6487,Charles Scarff,TE,,85.0,Delaware,3.0,1996-05-03,30.4,77,249,,,,charlesscarff,,,,,,,,,,,,,,,,
12893,Nate McCollum,WR,,,North Carolina,1.0,,,69,187,,,,natemccollum,,,,,,,,,,,,,,,,
5295,De'Mornay Pierson-El,WR,,0.0,Nebraska,4.0,1995-12-26,30.7,69,195,,,,demornaypiersonel,,,,,,,,,,,,,,,,
4485,William Stanback,RB,,40.0,Virginia Union,5.0,1994-07-06,32.2,73,205,,,,williamstanback,,,,,,,,,,,,,,,,
3732,Richard Mullaney,WR,,83.0,Alabama,6.0,1993-02-23,33.6,75,208,,,,richardmullaney,,,,,,,,,,,,,,,,
8026,Landon Rice,TE,,0.0,Jacksonville State,1.0,1997-05-06,29.4,77,250,,,,landonrice,,,,,,,,,,,,,,,,
6089,Daniel Helm,TE,,43.0,Duke,4.0,1995-04-20,31.4,76,255,,,,danielhelm,,,,,,,,,,,,,,,,
7547,Amon-Ra St. Brown,WR,DET,14.0,USC,5.0,1999-10-24,26.9,72,202,1.0,,,amonrastbrown,,,731004224116207616,731000657544359936,p0ppy,KyleWurster,amonrastbrown,7547,2024.0,4.0,30.0025,2021.0,4.0,112.0,2027.0,1.0
11900,Jacob Kibodi,RB,,36.0,Louisiana,1.0,1998-10-04,27.9,73,225,,,,jacobkibodi,,,,,,,,,,,,,,,,
8413,Chris Oladokun,QB,,19.0,South Dakota State,4.0,1997-09-03,29.0,73,213,,Questionable,Undisclosed,chrisoladokun,,,,,,,chrisoladokun,8413,2025.0,2.0,0.9225,2022.0,7.0,241.0,2026.0,0.0
11474,Dylan Drummond,WR,ATL,81.0,Eastern Michigan,3.0,2000-01-17,26.7,72,190,,,,dylandrummond,,,,,,,dylandrummond,11474,2026.0,1.0,0.2475,2023.0,,,2026.0,0.0
13063,Darius Lassiter,WR,,,BYU,1.0,2000-08-10,26.1,74,205,,,,dariuslassiter,,,,,,,,,,,,,,,,
3504,Steven Scheu,TE,,81.0,Vanderbilt,6.0,1992-07-07,34.2,77,245,,,,stevenscheu,,,,,,,,,,,,,,,,
8928,Daylen Baldwin,WR,,86.0,Michigan,2.0,1999-11-24,26.8,74,219,,,,daylenbaldwin,,,,,,,,,,,,,,,,
12834,Jimmy Bell,TE,,,Mississippi State,0.0,2000-07-08,26.2,82,280,,,,jimmybell,,,,,,,,,,,,,,,,
8105,Brayden Lenius,TE,,81.0,New Mexico,1.0,1996-12-19,29.7,77,220,,,,braydenlenius,,,,,,,,,,,,,,,,
5751,Austin Roberts,TE,,42.0,UCLA,4.0,1995-12-03,30.8,74,230,,,,austinroberts,,,,,,,,,,,,,,,,
7009,Trishton Jackson,WR,,86.0,Syracuse,5.0,1998-03-09,28.5,73,200,,,,trishtonjackson,,,,,,,,,,,,,,,,
4409,Josiah Price,TE,,0.0,Michigan State,5.0,1993-07-19,33.2,76,248,,,,josiahprice,,,,,,,,,,,,,,,,
6364,Papi White,WR,,80.0,Ohio,3.0,1996-07-19,30.2,69,168,,,,papiwhite,,,,,,,,,,,,,,,,
13413,Cyrus Allen,WR,KC,13.0,Cincinnati,0.0,2003-02-11,23.6,71,180,4.0,,,cyrusallen,10062.0,26286.0,731174840580571136,585284262555594752,Mattwyn,AlexVanOoyen,cyrusallen,13413,2026.0,4.0,1.189869,2026.0,5.0,176.0,2029.0,3.0
6059,Travis Fulgham,WR,,86.0,Old Dominion,4.0,1995-09-13,31.0,74,211,,,,travisfulgham,,,,,,,,,,,,,,,,
12829,Coleman Owen,WR,IND,9.0,Ohio,1.0,2001-03-23,25.5,70,181,10.0,IR,Concussion,colemanowen,,,,,,,colemanowen,12829,2026.0,1.0,0.885,2025.0,,,2026.0,0.0
13677,Noah Short,WR,,8.0,Army,0.0,,,72,195,,,,noahshort,,,,,,,,,,,,,,,,
8828,Michael Young,WR,,0.0,Cincinnati,2.0,1999-02-11,27.6,70,190,,,,michaelyoung,,,,,,,,,,,,,,,,
12773,DJ Uiagalelei,QB,LAC,7.0,Florida State,1.0,2001-04-17,25.4,76,252,,,,djuiagalelei,,,,,,,djuiagalelei,12773,2026.0,1.0,0.2475,2025.0,,,2026.0,0.0
7176,Caleb Repp,TE,,0.0,Utah State,2.0,1997-03-06,29.5,77,225,,,,calebrepp,,,,,,,,,,,,,,,,
2206,Logan Kilgore,QB,,0.0,Middle Tennessee,12.0,,,75,206,,,,logankilgore,,,,,,,,,,,,,,,,
12718,Konata Mumpfield,WR,LAR,4.0,Pittsburgh,1.0,2002-10-24,23.9,73,188,7.0,,,konatamumpfield,,,,,,,konatamumpfield,12718,2025.0,4.0,1.077134,2025.0,7.0,242.0,2028.0,2.0
9481,Luke Musgrave,TE,GB,88.0,Oregon State,3.0,2000-09-02,26.0,78,253,4.0,PUP,Undisclosed,lukemusgrave,,,,,,,lukemusgrave,9481,2023.0,4.0,2.118936,2023.0,2.0,42.0,2026.0,0.0
11213,Camren McDonald,TE,,45.0,Florida State,1.0,1999-05-30,27.3,76,237,,,,camrenmcdonald,,,,,,,,,,,,,,,,
13419,Jaydn Ott,RB,KC,42.0,Oklahoma,0.0,2002-12-16,23.7,71,208,,,,jaydnott,,,,,,,jaydnott,13419,2026.0,1.0,0.2475,2026.0,,,2026.0,0.0
5224,Taj Williams,WR,,16.0,Texas Christian,4.0,,,76,193,,,,tajwilliams,,,,,,,,,,,,,,,,
4600,Noel Thomas,WR,,12.0,Connecticut,5.0,1994-09-18,32.0,73,200,,,,noelthomas,,,,,,,,,,,,,,,,
5131,Justin Jackson,RB,,42.0,Northwestern,5.0,1996-04-22,30.4,72,199,,,,justinjackson,,,,,,,,,,,,,,,,
12939,Anthony Tyus,RB,CAR,34.0,Ohio,1.0,2003-03-20,23.5,73,226,,,,anthonytyus,,,,,,,,,,,,,,,,
11548,Aaron Dykes,RB,,46.0,Richmond,1.0,,,71,202,,,,aarondykes,,,,,,,,,,,,,,,,
